title	url	duration	Video	content1	content_map1	content_map_hierarchy1	format1	format_map1	format_map_hierarchy1	content2	content_map2	content_map_hierarchy2	format2	format_map2	format_map_hierarchy2	channelName	id
Electricity - Quebec around 1905 - Societies & Territories	https://www.youtube.com/watch?v=dOx039f6xvY	151.0	LEARN_dOx039f6xvY	edu.social.history	history	arts/culture	slides	Slidedecks	Slidedecks	edu.stem.engineering.electrical	engineering	tech/engineering	docustyle	Documentary Style	Documentaries	LEARN	dOx039f6xvY
Irish People Taste Test Southern Desserts	https://www.youtube.com/watch?v=-8FsFZbtqtw	250.0	Facts_-8FsFZbtqtw	skills.culinary.cooking	culinary	culinary	talkinghead.frameregular	Talking Head - Center	Talking Head	lifestyle.food	food	lifestyle_wellbeing	conversation.casual	Talkshows	Interviews	Facts	-8FsFZbtqtw
What Is Mental Health?	https://www.youtube.com/watch?v=oxx564hMBUI	346.0	The_School_of_Life_oxx564hMBUI	wellbeing.mentalhealth	wellbeing	lifestyle_wellbeing	animated.info	Infographics	Graphics	edu.medicine.psychiatry	medicine	lifesciences	animated.graphics	Animated Graphics	Graphics	The_School_of_Life	oxx564hMBUI
How Do Outliers Affect Correlation? : Advanced Math	https://www.youtube.com/watch?v=9UIcSlIciJI	202.0	eHowEducation_9UIcSlIciJI	edu.stem.math.statistics	datasci	tech/engineering	board.chalkboard	Chalkboard	Writing Board	edu.stem.math.algebra	algebra	math/logic	talkinghead.frameregular	Talking Head - Center	Talking Head	eHowEducation	9UIcSlIciJI
From Low Middle Class to Wealth (Practical Steps to Level Up)	https://www.youtube.com/watch?v=6ljtYKXC_Y0	494.0	Practical_Wisdom_Interesting_Ideas_6ljtYKXC_Y0	edu.business.finance	finance	business/finance	animated.info	Infographics	Graphics	skills.financial.personalfinance	finance	business/finance	animated.graphics	Animated Graphics	Graphics	Practical_Wisdom_Interesting_Ideas	6ljtYKXC_Y0
What if Earth had Long Hair? + more videos | #aumsum #kids #science #education #whatif	https://www.youtube.com/watch?v=XeFVW6U6P94	216.0	AumSum_Time_XeFVW6U6P94	edu.stem.chemistry.biochemistry	chemistry	physicalsciences	animated.cartoon	Cartoon	Animations	edu.medicine.physiology	medicine	lifesciences	animated.info	Infographics	Graphics	AumSum_Time	XeFVW6U6P94
Anastasia Beverly Hills' Billionaire Bathroom Tour | Beauty Spaces | Allure	https://www.youtube.com/watch?v=nIQXnRcN4X0	267.0	Allure_nIQXnRcN4X0	lifestyle.home	home	lifestyle_wellbeing	talkinghead.frameregular	Talking Head - Center	Talking Head	lifestyle.style.beauty	beauty	lifestyle_wellbeing	vlog	Vlog	Vlog	Allure	nIQXnRcN4X0
Barbarella (1968) - The Sex Pill Scene | Movieclips	https://www.youtube.com/watch?v=l9lN-WBIiHw	191.0	RottenTomatoes_l9lN-WBIiHw	entertainment.movies.clips	movie-clips	tv_entertainment	rawfootage	Unedited Footage	Others	edu.arts.architecture	arts	arts/culture	talkinghead.framecorner	Talking Head - Corner	Talking Head	RottenTomatoes	l9lN-WBIiHw
A Love Letter to Aging | Elina Ajamian | TEDxOldSconaAcademic	https://www.youtube.com/watch?v=a1JBvCYn9bo	273.0	TEDx_a1JBvCYn9bo	growth.motivational	selfhelp	lifestyle_wellbeing	persononstage	Stage Talks	Stage Talks	edu.arts.media	arts	arts/culture	talkinghead.frameregular	Talking Head - Center	Talking Head	TEDx	a1JBvCYn9bo
How to Catch a Bird… If You’re a Fish		205.0	SciShow_FY7yMmycVtg	edu.stem.physics.optics	physics	physicalsciences	talkinghead.frameregular	Talking Head - Center	Talking Head	edu.stem.biology.ecology	biology	lifesciences	animated.info	Infographics	Graphics	SciShow	FY7yMmycVtg
Ecology introduction | Ecology | Khan Academy	https://www.youtube.com/watch?v=OfV3VNgjpvw	588.0	Khan_Academy_OfV3VNgjpvw	edu.stem.biology.ecology	biology	lifesciences	writing.stylus	Writing Cursor	Writing Cursor	edu.stem.environment	environment	physicalsciences	talkinghead.framecorner	Talking Head - Corner	Talking Head	Khan_Academy	OfV3VNgjpvw
Medical Reason for Visions? | The Story of God	https://www.youtube.com/watch?v=NZUEy0DkXAo	249.0	National_Geographic_NZUEy0DkXAo	edu.stem.neuroscience	neurosci	lifesciences	docustyle	Documentary Style	Documentaries	edu.medicine.neurology	medicine	lifesciences	conversation.formal	Interviews	Interviews	National_Geographic	NZUEy0DkXAo
Cecily Strong Cried Tears of Joy After Performing with RuPaul on SNL	https://www.youtube.com/watch?v=nkO6NM1FYlc	323.0	Seth_Meyers_nkO6NM1FYlc	entertainment.comedy.sketch	comedy	comedy	talkinghead.frameregular	Talking Head - Center	Talking Head	entertainment.variety.talkshow	talkshows	tv_entertainment	conversation.casual	Talkshows	Interviews	Seth_Meyers	nkO6NM1FYlc
Why It Might Be Your Body - Not Your Mind	https://www.youtube.com/watch?v=jVIDbEd5UcU	237.0	The_School_of_Life_jVIDbEd5UcU	wellbeing.mentalhealth	wellbeing	lifestyle_wellbeing	animated.graphics	Animated Graphics	Graphics	growth.motivational	selfhelp	lifestyle_wellbeing	docustyle	Documentary Style	Documentaries	The_School_of_Life	jVIDbEd5UcU
Tangyuan, Chinese Glutinous Rice Balls with Black Sesame (黑芝麻汤圆)	https://www.youtube.com/watch?v=Ue5OYKF7XUg	309.0	Chinese_Cooking_Demystified_Ue5OYKF7XUg	skills.culinary.cooking	culinary	culinary	practicaldemonstration.cooking	Cooking	Demonstrations	skills.culinary.baking	culinary	culinary	vlog	Vlog	Vlog	Chinese_Cooking_Demystified	Ue5OYKF7XUg
Tragedy of the commons | Consumer and producer surplus | Microeconomics | Khan Academy	https://www.youtube.com/watch?v=0b2Tl0x-niw	397.0	Khan_Academy_0b2Tl0x-niw	edu.business.economics	economics	socialsciences	writing.stylus	Writing Cursor	Writing Cursor	edu.humanities.philosophy	humanities	humanities/philosophy	animated.info	Infographics	Graphics	Khan_Academy	0b2Tl0x-niw
Worked example: Inflection points from first derivative | AP Calculus AB | Khan Academy	https://www.youtube.com/watch?v=ZCnsO65rWX0	227.0	Khan_Academy_ZCnsO65rWX0	edu.stem.math.calculus	math	math/logic	writing.stylus	Writing Cursor	Writing Cursor	edu.education.pedagogy.teachingprinciples	teaching	pedagogy	rawfootage	Unedited Footage	Others	Khan_Academy	ZCnsO65rWX0
James Corden On His Unforgettable Carpool Karaoke With Paul McCartney | Conan O'Brien Needs A Friend	https://www.youtube.com/watch?v=dSM0qCC3zdc	407.0	Conan_OBrien_dSM0qCC3zdc	entertainment.music	music	arts/culture	conversation.podcast	Podcast	Interviews	entertainment.variety.latenight	talkshows	tv_entertainment	talkinghead.frameregular	Talking Head - Center	Talking Head	Conan_OBrien	dSM0qCC3zdc
One Chip Challenge Tragedy - TikTok & Paqui in Legal TROUBLE?	https://www.youtube.com/watch?v=QUasd26NNGE	536.0	Law_By_Mike_QUasd26NNGE	edu.social.law	law	socialsciences	talkinghead.frameregular	Talking Head - Center	Talking Head	misc.productreview	product-reviews	reviews	screencast	Screencasts	Screencasts	Law_By_Mike	QUasd26NNGE
How to Solve Combinations in Statistics	https://www.youtube.com/watch?v=ArVjD5WyzDg	192.0	eHowEducation_ArVjD5WyzDg	edu.stem.math.statistics	datasci	tech/engineering	board.lightboard	Glassboard	Writing Board	edu.stem.math.combinatorics	math	math/logic	talkinghead.frameregular	Talking Head - Center	Talking Head	eHowEducation	ArVjD5WyzDg
Experimental versus theoretical probability simulation | Probability | AP Statistics | Khan Academy	https://www.youtube.com/watch?v=Nos-xOCpQqg	296.0	Khan_Academy_Nos-xOCpQqg	edu.stem.math.probability	datasci	tech/engineering	screencast	Screencasts	Screencasts	edu.stem.math.statistics	datasci	tech/engineering	writing.stylus	Writing Cursor	Writing Cursor	Khan_Academy	Nos-xOCpQqg
